date,title,doi,authors,journal,short_journal,volume,year,publisher,issue,page,abstract
2024-02-01,Human and Machine: The Impact of Machine Input on Decision Making Under Cognitive Limitations,10.1287/mnsc.2023.4744,"[{'author_name': 'Tamer Boyacı', 'author_slug': 'tamer-boyaci-lZLLMM', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Caner Canyakmaz', 'author_slug': 'caner-canyakmaz-vdLVN', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Francis de Véricourt', 'author_slug': 'francis-de-vericourt-MVk4Nk', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Management Science,Management Science,70,2024,Institute for Operations Research and the Management Sciences (INFORMS),2,1258-1275,"The rapid adoption of artificial intelligence (AI) technologies by many organizations has recently raised concerns that AI may eventually replace humans in certain tasks. In fact, when used in collaboration, machines can significantly enhance the complementary strengths of humans. Indeed, because of their immense computing power, machines can perform specific tasks with incredible accuracy. In contrast, human decision makers (DMs) are flexible and adaptive but constrained by their limited cognitive capacity. This paper investigates how machine-based predictions may affect the decision process and outcomes of a human DM. We study the impact of these predictions on decision accuracy, the propensity and nature of decision errors, and the DM’s cognitive efforts. To account for both flexibility and limited cognitive capacity, we model the human decision-making process in a rational inattention framework. In this setup, the machine provides the DM with accurate but sometimes incomplete information at no cognitive cost. We fully characterize the impact of machine input on the human decision process in this framework. We show that machine input always improves the overall accuracy of human decisions but may nonetheless increase the propensity of certain types of errors (such as false positives). The machine can also induce the human to exert more cognitive efforts, although its input is highly accurate. Interestingly, this happens when the DM is most cognitively constrained, for instance, because of time pressure or multitasking. Synthesizing these results, we pinpoint the decision environments in which human-machine collaboration is likely to be most beneficial.  This paper was accepted by Jeannette Song, operations management.  Supplemental Material: The data files and online appendices are available at https://doi.org/10.1287/mnsc.2023.4744 ."
2021-11-02,Using Machine Learning in Business Process Re-Engineering,10.3390/bdcc5040061,"[{'author_name': 'Younis Al-Anqoudi', 'author_slug': 'younis-al-anqoudi-DRR5XN', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Abdullah Al-Hamdani', 'author_slug': 'abdullah-al-hamdani-3Mrmkg', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mohammed Al-Badawi', 'author_slug': 'mohammed-al-badawi-Q6mVXV', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Rachid Hedjam', 'author_slug': 'rachid-hedjam-zRMXP9', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Big Data and Cognitive Computing,BDCC,5,2021,MDPI AG,4,61,"A business process re-engineering value in improving the business process is undoubted. Nevertheless, it is incredibly complex, time-consuming and costly. This study aims to review available literature in the use of machine learning for business process re-engineering. The review investigates available literature in business process re-engineering frameworks, methodologies, tools, techniques, and machine-learning applications in automating business process re-engineering. The study covers 200+ research papers published between 2015 and 2020 in reputable scientific publication platforms: Scopus, Emerald, Science Direct, IEEE, and British Library. The results indicate that business process re-engineering is a well-established field with scientifically solid frameworks, methodologies, tools, and techniques, which support decision making by generating and analysing relevant data. The study indicates a wealth of data generated, analysed and utilised throughout business process re-engineering projects, thus making it a potential greenfield for innovative machine-learning applications aiming to reduce implementation costs and manage complexity by exploiting the data’s hiding patterns. This suggests that there were attempts towards applying machine learning in business process management and improvement in general. They address process discovery, process behaviour prediction, process improvement, and process optimisation. The review suggests that expanding the applications to business process re-engineering is promising. The study proposed a machine-learning model for automating business process re-engineering, inspired by the Lean Six Sigma principles of eliminating waste and variance in the business process."
2020-11-04,CatBoost for big data: an interdisciplinary review,10.1186/s40537-020-00369-8,"[{'author_name': 'John Hancock', 'author_slug': 'john-hancock-JWnajE', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Taghi M. Khoshgoftaar', 'author_slug': 'taghi-m-khoshgoftaar-mO2E5j', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Journal of Big Data,J Big Data,7,2020,Springer Science and Business Media LLC,1,,"Abstract
              Gradient Boosted Decision Trees (GBDT’s) are a powerful tool for classification and regression tasks in Big Data. Researchers should be familiar with the strengths and weaknesses of current implementations of GBDT’s in order to use them effectively and make successful contributions. CatBoost is a member of the family of GBDT machine learning ensemble techniques. Since its debut in late 2018, researchers have successfully used CatBoost for machine learning studies involving Big Data. We take this opportunity to review recent research on CatBoost as it relates to Big Data, and learn best practices from studies that cast CatBoost in a positive light, as well as studies where CatBoost does not outshine other techniques, since we can learn lessons from both types of scenarios. Furthermore, as a Decision Tree based algorithm, CatBoost is well-suited to machine learning tasks involving categorical, heterogeneous data. Recent work across multiple disciplines illustrates CatBoost’s effectiveness and shortcomings in classification and regression tasks. Another important issue we expose in literature on CatBoost is its sensitivity to hyper-parameters and the importance of hyper-parameter tuning. One contribution we make is to take an interdisciplinary approach to cover studies related to CatBoost in a single work. This provides researchers an in-depth understanding to help clarify proper application of CatBoost in solving problems. To the best of our knowledge, this is the first survey that studies all works related to CatBoost in a single publication."
2016-06-01,Investing with Brain or Heart? A Field Experiment on Responsible Investment,10.1287/mnsc.2015.2208,"[{'author_name': 'Trond Døskeland', 'author_slug': 'trond-doskeland-kZE1V5', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Lars Jacob Tynes Pedersen', 'author_slug': 'lars-jacob-tynes-pedersen-2WYJK1', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Management Science,Management Science,62,2016,Institute for Operations Research and the Management Sciences (INFORMS),6,1632-1644,"S ocially responsible investment is increasingly prevalent in financial markets and is characterized by the integration of financial and nonfinancial objectives. This paper investigates the influence of wealth concerns and moral concerns on individual investors' decisions to invest responsibly. We conduct a unique natural field experiment of investors in an online banking context, wherein we frame responsible investment with regard to either wealth or morality and study investors' subsequent behavior. We find that wealth framing is more effective than moral framing for both information search and investment behavior. Our study contributes to the literature by providing real-life insight into how prosocial decision making in financial markets can be promoted."
2021-05-24,Adaptive Cognitive Mechanisms to Maintain Calibrated Trust and Reliance in Automation,10.3389/frobt.2021.652776,"[{'author_name': 'Christian Lebière', 'author_slug': 'christian-lebiere-ejYaQZ', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Leslie M. Blaha', 'author_slug': 'leslie-m-blaha-lZxNRk', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Corey K. Fallon', 'author_slug': 'corey-k-fallon-Zx8aV2', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Brett Jefferson', 'author_slug': 'brett-jefferson-3Kvryy', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,8,2021,Frontiers Media SA,,,"Trust calibration for a human–machine team is the process by which a human adjusts their expectations of the automation’s reliability and trustworthiness; adaptive support for trust calibration is needed to engender appropriate reliance on automation. Herein, we leverage an instance-based learning ACT-R cognitive model of decisions to obtain and rely on an automated assistant for visual search in a UAV interface. This cognitive model matches well with the human predictive power statistics measuring reliance decisions; we obtain from the model an internal estimate of automation reliability that mirrors human subjective ratings. The model is able to predict the effect of various potential disruptions, such as environmental changes or particular classes of adversarial intrusions on human trust in automation. Finally, we consider the use of model predictions to improve automation transparency that account for human cognitive biases in order to optimize the bidirectional interaction between human and machine through supporting trust calibration. The implications of our findings for the design of reliable and trustworthy automation are discussed."
2022-10-11,Is it time we get real? A systematic review of the potential of data-driven technologies to address teachers' implicit biases,10.3389/frai.2022.994967,"[{'author_name': 'A. Gauthier', 'author_slug': 'a-gauthier-1ZO006', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Saman Rizvi', 'author_slug': 'saman-rizvi-yAY5Wr', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mutlu Cukurova', 'author_slug': 'mutlu-cukurova-G5D8w1', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Manolis Mavrikis', 'author_slug': 'manolis-mavrikis-lZDDab', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Artificial Intelligence,Front. Artif. Intell.,5,2022,Frontiers Media SA,,,"Data-driven technologies for education, such as artificial intelligence in education (AIEd) systems, learning analytics dashboards, open learner models, and other applications, are often created with an aspiration to help teachers make better, evidence-informed decisions in the classroom. Addressing gender, racial, and other biases inherent to data and algorithms in such applications is seen as a way to increase the responsibility of these systems and has been the focus of much of the research in the field, including systematic reviews. However, implicit biases can also be held by teachers. To the best of our knowledge, this systematic literature review is the first of its kind to investigate what kinds of teacher biases have been impacted by data-driven technologies, how or if these technologies were designed to challenge these biases, and which strategies were most effective at promoting equitable teaching behaviors and decision making. Following PRISMA guidelines, a search of five databases returned n = 359 records of which only n = 2 studies by a single research team were identified as relevant. The findings show that there is minimal evidence that data-driven technologies have been evaluated in their capacity for supporting teachers to make less biased decisions or promote equitable teaching behaviors, even though this capacity is often used as one of the core arguments for the use of data-driven technologies in education. By examining these two studies in conjunction with related studies that did not meet the eligibility criteria during the full-text review, we reveal the approaches that could play an effective role in mitigating teachers' biases, as well as ones that may perpetuate biases. We conclude by summarizing directions for future research that should seek to directly confront teachers' biases through explicit design strategies within teacher tools, to ensure that the impact of biases of both technology (including data, algorithms, models etc.) and teachers are minimized. We propose an extended framework to support future research and design in this area, through motivational, cognitive, and technological debiasing strategies."
2022-03-09,A Survey of Adaptive Multi-Agent Networks and Their Applications in Smart Cities,10.3390/smartcities5010019,"[{'author_name': 'Nasim Nezamoddini', 'author_slug': 'nasim-nezamoddini-g1lLgn', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Amirhosein Gholami', 'author_slug': 'amirhosein-gholami-JazYJG', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Smart Cities,Smart Cities,5,2022,MDPI AG,1,318-347,"The world is moving toward a new connected world in which millions of intelligent processing devices communicate with each other to provide services in transportation, telecommunication, and power grids in the future’s smart cities. Distributed computing is considered one of the efficient platforms for processing and management of massive amounts of data collected by smart devices. This can be implemented by utilizing multi-agent systems (MASs) with multiple autonomous computational entities by memory and computation capabilities and the possibility of message-passing between them. These systems provide a dynamic and self-adaptive platform for managing distributed large-scale systems, such as the Internet-of-Things (IoTs). Despite, the potential applicability of MASs in smart cities, very few practical systems have been deployed using agent-oriented systems. This research surveys the existing techniques presented in the literature that can be utilized for implementing adaptive multi-agent networks in smart cities. The related literature is categorized based on the steps of designing and controlling these adaptive systems. These steps cover the techniques required to define, monitor, plan, and evaluate the performance of an autonomous MAS. At the end, the challenges and barriers for the utilization of these systems in current smart cities, and insights and directions for future research in this domain, are presented."
2023-04-13,On the role and opportunities in teamwork design for advanced multi-robot search systems,10.3389/frobt.2023.1089062,"[{'author_name': 'Roee M. Francos', 'author_slug': 'roee-m-francos-OVjQGa', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Alfred M. Bruckstein', 'author_slug': 'alfred-m-bruckstein-0GMMjr', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,10,2023,Frontiers Media SA,,,"Intelligent robotic systems are becoming ever more present in our lives across a multitude of domains such as industry, transportation, agriculture, security, healthcare and even education. Such systems enable humans to focus on the interesting and sophisticated tasks while robots accomplish tasks that are either too tedious, routine or potentially dangerous for humans to do. Recent advances in perception technologies and accompanying hardware, mainly attributed to rapid advancements in the deep-learning ecosystem, enable the deployment of robotic systems equipped with onboard sensors as well as the computational power to perform autonomous reasoning and decision making online. While there has been significant progress in expanding the capabilities of single and multi-robot systems during the last decades across a multitude of domains and applications, there are still many promising areas for research that can advance the state of cooperative searching systems that employ multiple robots. In this article, several prospective avenues of research in teamwork cooperation with considerable potential for advancement of multi-robot search systems will be visited and discussed. In previous works we have shown that multi-agent search tasks can greatly benefit from intelligent cooperation between team members and can achieve performance close to the theoretical optimum. The techniques applied can be used in a variety of domains including planning against adversarial opponents, control of forest fires and coordinating search-and-rescue missions. The state-of-the-art on methods of multi-robot search across several selected domains of application is explained, highlighting the pros and cons of each method, providing an up-to-date view on the current state of the domains and their future challenges."
2022-03-10,Review of Multi-Criteria Decision-Making Methods in Finance Using Explainable Artificial Intelligence,10.3389/frai.2022.827584,"[{'author_name': 'Jurgita Černevičienė', 'author_slug': 'jurgita-cerneviciene-wOk9V', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Audrius Kabašinskas', 'author_slug': 'audrius-kabasinskas-DZD25j', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Artificial Intelligence,Front. Artif. Intell.,5,2022,Frontiers Media SA,,,"The influence of Artificial Intelligence is growing, as is the need to make it as explainable as possible. Explainability is one of the main obstacles that AI faces today on the way to more practical implementation. In practise, companies need to use models that balance interpretability and accuracy to make more effective decisions, especially in the field of finance. The main advantages of the multi-criteria decision-making principle (MCDM) in financial decision-making are the ability to structure complex evaluation tasks that allow for well-founded financial decisions, the application of quantitative and qualitative criteria in the analysis process, the possibility of transparency of evaluation and the introduction of improved, universal and practical academic methods to the financial decision-making process. This article presents a review and classification of multi-criteria decision-making methods that help to achieve the goal of forthcoming research: to create artificial intelligence-based methods that are explainable, transparent, and interpretable for most investment decision-makers."
2019-12-10,Symbol Emergence as an Interpersonal Multimodal Categorization,10.3389/frobt.2019.00134,"[{'author_name': 'Yoshinobu Hagiwara', 'author_slug': 'yoshinobu-hagiwara-8gWO1x', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Hiroyoshi Kobayashi', 'author_slug': 'hiroyoshi-kobayashi-Le4VOX', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Akira Taniguchi', 'author_slug': 'akira-taniguchi-5d2Kp', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Tadahiro Taniguchi', 'author_slug': 'tadahiro-taniguchi-aXkYdr', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,6,2019,Frontiers Media SA,,,"This study focuses on category formation for individual agents and the dynamics of symbol emergence in a multi-agent system through semiotic communication. Semiotic communication is defined, in this study, as the generation and interpretation of signs associated with the categories formed through the agent's own sensory experience or by exchange of signs with other agents. From the viewpoint of language evolution and symbol emergence, organization of a symbol system in a multi-agent system (i.e., agent society) is considered as a bottom-up and dynamic process, where individual agents share the meaning of signs and categorize sensory experience. A constructive computational model can explain the mutual dependency of the two processes and has mathematical support that guarantees a symbol system's emergence and sharing within the multi-agent system. In this paper, we describe a new computational model that represents symbol emergence in a two-agent system based on a probabilistic generative model for multimodal categorization. It models semiotic communication via a probabilistic rejection based on the receiver's own belief. We have found that the dynamics by which cognitively independent agents create a symbol system through their semiotic communication can be regarded as the inference process of a hidden variable in an interpersonal multimodal categorizer, i.e., the complete system can be regarded as a single agent performing multimodal categorization using the sensors of all agents, if we define the rejection probability based on the Metropolis-Hastings algorithm. The validity of the proposed model and algorithm for symbol emergence, i.e., forming and sharing signs and categories, is also verified in an experiment with two agents observing daily objects in the real-world environment. In the experiment, we compared three communication algorithms: no communication, no rejection, and the proposed algorithm. The experimental results demonstrate that our model reproduces the phenomena of symbol emergence, which does not require a teacher who would know a pre-existing symbol system. Instead, the multi-agent system can form and use a symbol system without having pre-existing categories."
2022-03-31,"Prediction, Knowledge, and Explainability: Examining the Use of General Value Functions in Machine Knowledge",10.3389/frai.2022.826724,"[{'author_name': 'Alex Kearney', 'author_slug': 'alex-kearney-kv4wnX', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Johannes Günther', 'author_slug': 'johannes-gunther-5GwzKZ', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Patrick M. Pilarski', 'author_slug': 'patrick-m-pilarski-D1bYaY', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Artificial Intelligence,Front. Artif. Intell.,5,2022,Frontiers Media SA,,,"Within computational reinforcement learning, a growing body of work seeks to express an agent's knowledge of its world through large collections of predictions. While systems that encode predictions as General Value Functions (GVFs) have seen numerous developments in both theory and application, whether such approaches are explainable is unexplored. In this perspective piece, we explore GVFs as a form of explainable AI. To do so, we articulate a subjective agent-centric approach to explainability in sequential decision-making tasks. We propose that prior to explaining its decisions to others, an self-supervised agent must be able to introspectively explain decisions to itself. To clarify this point, we review prior applications of GVFs that involve human-agent collaboration. In doing so, we demonstrate that by making their subjective explanations public, predictive knowledge agents can improve the clarity of their operation in collaborative tasks."
2022-08-01,Using Explainable Artificial Intelligence to Improve Process Quality: Evidence from Semiconductor Manufacturing,10.1287/mnsc.2021.4190,"[{'author_name': 'Julian Senoner', 'author_slug': 'julian-senoner-YD6mXP', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Torbjørn H. Netland', 'author_slug': 'torbjorn-h-netland-aXVekj', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Stefan Feuerriegel', 'author_slug': 'stefan-feuerriegel-PQ9D22', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Management Science,Management Science,68,2022,Institute for Operations Research and the Management Sciences (INFORMS),8,5704-5723,"We develop a data-driven decision model to improve process quality in manufacturing. A challenge for traditional methods in quality management is to handle high-dimensional and nonlinear manufacturing data. We address this challenge by adapting explainable artificial intelligence to the context of quality management. Specifically, we propose the use of nonlinear modeling with Shapley additive explanations to infer how a set of production parameters and the process quality of a manufacturing system are related. Thereby, we contribute a measure of process importance based on which manufacturers can prioritize processes for quality improvement. Grounded in quality management theory, our decision model selects improvement actions that target the sources of quality variation. The decision model is validated in a real-world application at a leading manufacturer of high-power semiconductors. Seeking to improve production yield, we apply our decision model to select improvement actions for a transistor chip product. We then conduct a field experiment to confirm the effectiveness of the improvement actions. Compared with the average yield in our sample, the experiment returns a reduction in yield loss of 21.7%. Furthermore, we report on results from a postexperimental rollout of the decision model, which also resulted in significant yield improvements. We demonstrate the operational value of explainable artificial intelligence by showing that critical drivers of process quality can go undiscovered by the use of traditional methods.  This paper was accepted by Charles Corbett, operations management."
2022-09-26,Computational Transcendence: Responsibility and agency,10.3389/frobt.2022.977303,"[{'author_name': 'Jayati Deshmukh', 'author_slug': 'jayati-deshmukh-AGJGne', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Srinath Srinivasa', 'author_slug': 'srinath-srinivasa-0ajgPZ', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,9,2022,Frontiers Media SA,,,"Emergence of responsible behavior is explored in non-cooperative games involving autonomous agents. Rather than imposing constraints or external reinforcements, agents are endowed with an elastic “sense of self” or an elastic identity that they curate based on rational considerations. This approach is called “computational transcendence (CT).” We show that agents using this model make choices for collective welfare instead of individual benefit. First, relevance of this model in game theoretic contexts like Prisoners’ dilemma and collusion is presented. Next, a generic multi-agent framework for simulating dilemmas around responsible agency is also proposed. CT implemented on this framework, is shown to be versatile in acting responsibly to different kinds of circumstances–including modifying their strategy based on their interaction with other agents in the system as well as interacting with adversaries that are rational maximizers, and who have a rationale to exploit responsible behavior from other agents. CT is also shown to outperform reciprocity as a strategy for responsible autonomy. Thus, we present CT as a framework for building autonomous agents which can intrinsically act responsibly in multi-agent systems. The core model for computational ethics presented in this paper can potentially be adapted to the needs of applications in areas like supply chains, traffic management, and autonomous vehicles. This paper hopes to motivate further research on responsible AI, by exploring computational modeling of this elusive concept called the “sense of self” that is a central element of existential inquiry in humans."
2023-12-08,Sustainable Supplier Selection through Multi-Criteria Decision Making (MCDM) Approach: A Bibliometric Analysis,10.3390/logistics7040096,"[{'author_name': 'Khoiron Khulud', 'author_slug': 'Khoiron Khulud', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,4,96,"Background: The primary objective of this study was to examine the advancements in sustainable supplier selection through multi-criteria decision making (MCDM) from the years 2013 to 2022. In the recent past, researchers have carried out a significant amount of research in this field over the course of several years; Methods: a total of 121 scientific publications sourced from the Scopus database were chosen for analysis, employing the bibliometric method and graphical visualization of the VOS viewer application to visually analyze and map research networks and collaboration patterns, aiding in the evaluation of scientific impact and knowledge dissemination; Results: the findings of this study indicate that the research trend in sustainable supplier selection through MCDM witnessed its most significant growth in the year 2019. Researchers predominantly disseminated their scientific findings through articles, accounting for 81% of the publications, followed by conference papers at 14%, and book chapters at 2.5%; Conclusions: the primary area of focus in these studies pertains to decision-making processes involved in sustainable supplier selection. The implications and theoretical contributions derived from this research, coupled with the latest advancements, serve as a foundation for further exploration and development of sustainable supplier selection research through MCDM."
2023-06-02,Framework for multi-criteria assessment of classification models for the purposes of credit scoring,10.1186/s40537-023-00768-7,"[{'author_name': 'Paweł Ziemba', 'author_slug': 'pawel-ziemba-5GOXVp', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Jarosław Becker', 'author_slug': 'jaroslaw-becker-G5V3rJ', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Aneta Becker', 'author_slug': 'aneta-becker-Ma3XEp', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Aleksandra Radomska-Zalas', 'author_slug': 'aleksandra-radomska-zalas-jg6JlV', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Journal of Big Data,J Big Data,10,2023,Springer Science and Business Media LLC,1,,"AbstractThe main dilemma in the case of classification tasks is to find—from among many combinations of methods, techniques and values of their parameters—such a structure of the classifier model that could achieve the best accuracy and efficiency. The aim of the article is to develop and practically verify a framework for multi-criteria evaluation of classification models for the purposes of credit scoring. The framework is based on the Multi-Criteria Decision Making (MCDM) method called PROSA (PROMETHEE for Sustainability Analysis), which brought added value to the modelling process, allowing the assessment of classifiers to include the consistency of the results obtained on the training set and the validation set, and the consistency of the classification results obtained for the data acquired in different time periods. The study considered two aggregation scenarios of TSC (Time periods, Sub-criteria, Criteria) and SCT (Sub-criteria, Criteria, Time periods), in which very similar results were obtained for the evaluation of classification models. The leading positions in the ranking were taken by borrower classification models using logistic regression and a small number of predictive variables. The obtained rankings were compared to the assessments of the expert team, which turned out to be very similar."
2021-08-02,Dynamic Restaurants Quality Mapping Using Online User Reviews,10.3390/smartcities4030058,"[{'author_name': 'Didier Grimaldi', 'author_slug': 'didier-grimaldi-WGDPvN', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Carly Collins', 'author_slug': 'carly-collins-WEY9dN', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sebastián Acosta', 'author_slug': 'sebastian-acosta-114mWj', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Smart Cities,Smart Cities,4,2021,MDPI AG,3,1104-1112,"Millions of users post comments to TripAdvisor daily, together with a numeric evaluation of their experience using a rating scale of between 1 and 5 stars. At the same time, inspectors dispatched by national and local authorities visit restaurant premises regularly to audit hygiene standards, safe food practices, and overall cleanliness. The purpose of our study is to analyze the use of online-generated reviews (OGRs) as a tool to complement official restaurant inspection procedures. Our case study-based approach, with the help of a Python-based scraping library, consists of collecting OGR data from TripAdvisor and comparing them to extant restaurants’ health inspection reports. Our findings reveal that a correlation does exist between OGRs and national health system scorings. In other words, OGRs were found to provide valid indicators of restaurant quality based on inspection ratings and can thus contribute to the prevention of foodborne illness among citizens in real time. The originality of the paper resides in the use of big data and social network data as a an easily accessible, zero-cost, and complementary tool in disease prevention systems. Incorporated in restaurant management dashboards, it will aid in determining what action plans are necessary to improve quality and customer experience on the premises."
2022-03-10,Review of Multi-Criteria Decision-Making Methods in Finance Using Explainable Artificial Intelligence,10.3389/frai.2022.827584,"[{'author_name': 'Jurgita Černevičienė', 'author_slug': 'jurgita-cerneviciene-wOk9V', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Audrius Kabašinskas', 'author_slug': 'audrius-kabasinskas-DZD25j', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Artificial Intelligence,Front. Artif. Intell.,5,2022,Frontiers Media SA,,,"The influence of Artificial Intelligence is growing, as is the need to make it as explainable as possible. Explainability is one of the main obstacles that AI faces today on the way to more practical implementation. In practise, companies need to use models that balance interpretability and accuracy to make more effective decisions, especially in the field of finance. The main advantages of the multi-criteria decision-making principle (MCDM) in financial decision-making are the ability to structure complex evaluation tasks that allow for well-founded financial decisions, the application of quantitative and qualitative criteria in the analysis process, the possibility of transparency of evaluation and the introduction of improved, universal and practical academic methods to the financial decision-making process. This article presents a review and classification of multi-criteria decision-making methods that help to achieve the goal of forthcoming research: to create artificial intelligence-based methods that are explainable, transparent, and interpretable for most investment decision-makers."
2019-09-05,Application of Decision-Making Methods in Smart City Projects: A Systematic Literature Review,10.3390/smartcities2030027,"[{'author_name': 'Giang Tran Thi Hoang', 'author_slug': 'giang-tran-thi-hoang-2DYDKx', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Laurent Dupont', 'author_slug': 'laurent-dupont-LDkM4a', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mauricio Camargo', 'author_slug': 'mauricio-camargo-5G8w3W', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Smart Cities,Smart Cities,2,2019,MDPI AG,3,433-452,"In the current era, Smart City projects have to deal with big social, ecological, and technological challenges such as digitalization, pollution, democratic aspirations, more security, etc. The higher involvement of multi-stakeholders in the different phases of the projects is one strategy, enabling a variety of perspectives to be considered and thus to develop a shared vision of the city. Paradoxically, the dynamic and multiple natures of stakeholders appear to be a source of complication and uncertainty in the decision-making process. This study aims to provide a better understanding of this paradox and uses a systematic literature review methodology, as an original big data analysis, in order to investigate decision-making methods, enabling communication between multi-stakeholders, especially the involvement of citizens, into various phases of Smart City projects. Beginning with 606 papers, a bibliometric process led to the selection of 76 of these articles. Detailed analysis of these documents generated a general map for applying different decision-making methods at various levels of decision and implementation phases."
